;label;text
964;2;Feeling suuuper lonely lately. It’s like everyone lowkey wants to leave me behind
965;0;Getting followed first by a pretty girl = instant confidence boost HAHAHA
966;1;"Besides Suncur, any other place y’all go to vent?
Kinda desperate here — thanks in advance"
967;1;"I’m actually close friends with the guy y’all are dragging.
He doesn’t even use Suncur anymore. He didn’t do anything.
He’s actually really nice.
He told me he’s hurt by all this.
Please just stop.
Leave him alone"
968;1;"After what happened last night, I don’t think I can trust girls anymore.
How can I give so genuinely, only to find out they never needed me — they were just using me?"
969;0;Heart was going CRAZY when my crush warmed his hand in my hoodie pocket
970;1;"Syahdan won’t let us park there anymore, told us to park at Lawson.
If our bikes get stolen, will Binus take responsibility?
Absolutely not."
971;0;Foodies of Binus, drop your go-to eats near campus!
972;0;"Where is ManusiaB24?! Dude used to run this comment section come back bro, we miss your takes
"
973;1;Anyone ever had to retake Algoprog? What made you fail — was it not doing SOCS or what? I'm lowkey scared I might flunk
974;0;Reminder: personal branding is for impressing HRD, not for selling yourself on Twitter, Bigo Live, or TikTok
975;1;Tired of life. That’s it. That’s the post
977;1;No drama, no fights, nothing wrong… But I always end up feeling like the replaceable one. -loviconscious
978;0;Facing the ultimate exam… life
979;1;"Why’s it so hard to memorize the Binus anthem??
I swear I know Mars Perindo better anyone else?"
980;0;"Real talk: ""Welcome Back to Campus"" is just a glorified quest to make friends lol"
981;0;How many pages do y’all usually write in your binder for just one subject? I need to know if I’m doing too much or not enough
982;2;Ughh I feel so bad, like I’m constantly bothering my boyfriend
983;1;"I used to think laughing and smiling meant you were happy. But growing up taught me sometimes, it’s just a mask — hiding the pain underneath.
"
984;1;Bro how do you even find comserv stuff to do?! I still need 10 more
985;1;So many things I wanna do... but my wallet said no
986;2;Guys I need advice. I actually understand the course material, but every time I try to do assignments or study, I freeze. Like, really freeze. I hit a small bump, and boom — stuck for hours. It’s killing my flow. Thinking of seeing a psychologist or maybe just consulting Binus student services first. Anyone ever gone to SASC for stuff like this? Or got experience with it? Advice very much appreciated! (edit: sorry if it's hard to read — my first time posting here, kinda nervous )
987;2;"You jerk. This is our final project and you're just out there having fun while I do all the work?? You didn’t help at all. Just 'cause we’re in the same friend group doesn’t mean you can freeload. Don’t be surprised if you suddenly get a big fat zero for your UAS. Don’t say I didn’t warn you.
"
988;2;"Can’t believe there are parents out there this toxic.
My best friend from high school (a girl, btw) had her tuition paid by my family ‘cause her own parents bailed.
And guess what her mom did?
She told everyone I was a homewrecker trying to steal her daughter’s boyfriend.
Like... ma’am. What?!
I’m literally not even into her like that. I just care about her as a friend.
And the real kicker? Her mom's mad because of my religion — I’m Hindu.
Now she’s telling people to kick me out of her daughter’s life.
My friend’s embarrassed and wants to run away from home.
I’m torn. I love her like a sister, but I might have to walk away for my own sanity.
This whole thing is messed up, man "
989;0;Anyone got shoe laundry recs around Kelapa Gading or Sunter? My kicks need saving
990;2;"Online class made me feel like I didn’t need girls in my life.
But then assignments, forums, and midterms hit…
Now I realize I need life support "
991;1;“Boys don’t try this, boys don’t try that.” Girl, if you love your dad that much, go date him then.
992;1;How do you even know if an introverted, shy guy likes you? Like the type who can’t even talk properly around people?? Help a girl out
993;1;Been going back and forth to SSC just 'cause of the hardcover and some other requests… And now the guidebook's incomplete too?? What is this mess
994;1;Not gonna lie, I’ve never joined any orgs since high school. Then suddenly this class forced me into an event committee. Now I’m overwhelmed and overthinking like crazy. Is it normal to feel this shocked?? I never knew org life was this chaotic
995;2;AAAAAAA THE TEASER PHOTOS OF IRENE AND YERI ARE OUTTTT!!! OMGGG THEY LOOK STUNNINGGG. I’M LOSING IT!!! FEEL MY RHYTHM ERA IS HITTING AGAINNNN IRENE, JOY, SEULGI, AND YERI ARE JUST UNREAL
996;1;How long does it actually take for internship apps to respond? Like… does it ever take a whole month??  What’s the fastest or longest y’all ever waited?
997;1;Everyone keeps talking about their hedonistic lifestyle and I’m over here feeling so left out. Anyone got tips for dealing with FOMO and not fitting in at Sunib?
998;1;When will it be my turn to have someone. Lowkey tired of being single all the damn time
999;1;Anyone got a survival guide for dealing with that one lecturer who’s overly extra and picky? I need help fr
1000;1;Some orgs are wild. If it’s not full of psychos, it’s a bunch of masochists who love pain
1001;2;I really do wanna find someone serious… But it’s been ages since I felt that spark. Nowadays it’s just lust, and honestly? I hate it. I hate me for it. I miss the real feelings.
1002;1;Guys guys, the 9 million equipment fee back then gave my brother a laptop — How come we don’t get one now, huh??? Where did the money go
1003;1;Been on a diet for 3 weeks—zero workouts—and I’ve dropped 8 to 9 kg. Is that normal? Or am I not doing enough?
1004;1;Hey, anyone here Catholic and living around The Nest apartment? I’m signing up for catechumen classes, but apparently that church isn’t in my parish zone. So I need a letter from the parish where I actually live. Anyone know which parish The Nest falls under?
1005;1;Just realized my first crush was in 8th grade, turns out that’s considered late. Some of my friends had crushes since 2nd grade!! They even had this one super pretty girl everyone crushed on back in elementary lol. Even my lil sibling who’s still in grade school talks about their “crush” now. Am I the only one who was that slow?
1006;1;What does “package rejected” even mean? Like... did they just say “nah” to my delivery?
1007;2;MEYDEN: pretty and toxic while selling stuff and people still respect her. But when Deddy Corbuzier calls it out, he’s the one getting hate. Same with Ade Londok—double standards everywhere
1008;2;Being an overthinker is so freaking exhausting. One slight change in someone’s tone or chat style and I’m spiraling like: “Did I say something wrong? Are they mad at me??” Ever since I started uni, I feel stuck with people I don’t even vibe with. Sure, we look like a fun friend group on the outside, but I’ve been faking it the whole time. Constantly adjusting myself to fit in. It’s gotten to the point where I don’t even know who I really am anymore. But if I stop doing that… I’d probably have no one.
1009;1;“I’m giving you assignments just so you have something to do.” — My lecturer, every damn week
1010;1;7AM class—should we suffer in person or just suffer online? Thoughts?
1011;1;Maitreya Temple feels kinda off. No offense, but to all the qingnian—y’all are a minority inside a minority too, don’t forget
1012;2;Being stuck in the middle of two friend groups beefing is actual hell. Pick a side? You’re the villain. Stay neutral? Still the villain. What even.
1013;0;Just wait… Sunib students are about to collectively shift moods real soon. Something’s in the air
1014;1;If I submit my assignment late but explain to the lecturer that I’m sick… Will they forgive me or nah?
1015;0;Respect to Ghana for putting up a fight against Portugal. Whoever wins, as long as y’all respect Qatar’s rules. “When in Rome, do as the Romans do,” right?
1016;1;What the hell happened to the forum attendance on Binusmaya?? I swear I filled it in, and now it’s all gone?
1017;2;Fyuuhhh I’M. SO. DONE. Completely drained
1018;2;"So my friend’s dad called him yesterday like:
“You’re still in college and already chasing girls? Stop embarrassing me.
Focus on studying, join orgs if you want, part-time jobs are fine.
But girls? Forget it. You’re still a kid.”
Meanwhile, my dad goes:
“If you see a girl in class, canteen, library—even in front of the bathroom—go talk to her!
You’re in IT, barely any girls in your major.
Back when I was in electrical engineering, same story.
If you don’t make a move, you’ll end up like me—still single and struggling.”
So yeah… my dad literally encourages me to find girls.
And honestly? I’ve been crushing on someone and I think I’m finally gonna try making a move..."
1019;0;I just wanna be hugged by Eimi
1020;1;"At this point…
If the road ahead is full of thorns, I’ll still walk through it.
If the sun’s blazing, I’ll still keep going.
And if you end up with someone else… well, that’s okay too."
1021;1;A quiet, simple life in a small circle... that’s all I need
1022;1;Anyone know what the heck we actually use compilation techniques for? Like… fr, what’s the point?
1023;1;"Sorry, I'm not trying to be overly sensitive or a snitch, but I reported the comment from the user kcgbk on the post ""Info on a satisfying barber around KMG"" posted on January 12, 2023. I hope the comment gets removed, and if possible, the account gets permanently banned."
1024;2;Final exam for Computer Networks is bulls**t.
1025;1;My attempts to approach girls often end in failure. Maybe I'm just too unattractive.
1027;2;Lately I've been having trouble focusing and forgetting things quickly to the point I don't understand anything. Do you guys have any suggestions to keep the brain sharp and improve memory? I’ve read that you should sleep well and avoid stress or depression. But seriously, I feel like crying. Studying at Binus is overwhelming—I can’t take it anymore...
1028;1;I'm halfway through midterms—please wish me luck to finish it all, guys.
1029;1;Are Spanish and Portuguese really different? They look quite similar to me.
1030;2;"""I can't do this or that because I'm an introvert""... ""I have trouble socializing because I'm an introvert""—come on, enough! Can we stop with the self-diagnosing? If you really feel something is off, go see a psychiatrist. Don’t hide behind the word ""introvert"" just because you’re afraid to face real life. Sorry for the harsh words, but people like this really frustrate me. I genuinely hope those people find peace within themselves and stop expecting everyone around them to understand. Thank you"
1031;1;Why hasn’t the Community Service grade been released yet?
1032;0;PAULAAAA HM B24, WHERE ARE YOU? I want to get to know you, if that’s okay
1033;0;"""Cewek kue"" = ""my girl"". 100% confirmed. This is totally accurate, not even a little bit wrong."
1035;2;We’re just friends, so why do you act all mad when our chat naturally ends and I don’t start a new topic? I don’t get it...
1036;2;"My female friend wants to stay over at my place. Then she said she’s thinking of doing ""open BO"" to buy an iPhone. What’s she gonna do next?"
1037;2;Guys, if I already received an offer from a company but I’m still waiting for news from another one I really want, is it okay to wait? Or should I just accept the first one? The company I really want hasn’t replied yet
1038;1;Should I buy a gaming laptop or just upgrade the RAM, guys? My current laptop is actually pretty good and can still handle games, but it’s getting worn out from continuous gaming.
1039;1;Is it still considered normal for an 18-year-old girl to be 150 cm tall? My girlfriend is only that tall
1040;1;Has anyone here registered for an internship thesis? How do you submit the proposal if the internship hasn’t even started yet?
1041;1;Out of nowhere, my mood just dropped in the middle of finals.
1042;0;Where can I check my International Experience points?
1043;2;I’m in a phase where I can’t stand being left alone without my boyfriend. I feel so empty when he’s not around. I know it’s toxic, but it’s so hard to change
1044;2;Yesterday’s Chinese New Year “grinding” result: zero (not including gifts from parents), pfft... I honestly don’t understand how people my age can get millions during CNY, with their earnings increasing every year. Me? I always obey, but year after year I get nothing. “Maybe because you’re already working?” — Nope, I’m still financially dependent on my parents. “Maybe they think you’re old enough and don’t need it anymore?” — Possibly. Or maybe because we’re the outcasts of the extended family. The truth is, our family has been excluded from the larger family because we’re seen as poor (based on my mom’s experiences and observations). Most of our extended family lives in a true “Chinatown” kind of environment—where material wealth is highly, extremely valued. Even though my parents and I still have good relations with some relatives, that doesn’t mean they’re generous. It still feels... distant.
1045;2;I was about to move on, but then we met at Binus today and hung out until late... how could I not catch feelings again?
1046;1;I think I’ve been affected by toxic positivity all this time.
1047;0;Midterms are coming up soon—good luck everyone, wish you all the best!
1048;1;Seeing my juniors in high school now makes me think—why was I born so early? But it’s okay, I’m grateful because my seniors back in high school were also really cool.
1049;2;I genuinely have no reason left to live... everyone has already left me...
1050;0;Any recommendations for a reliable open trip provider to three countries (Singapore, Malaysia, Thailand) in one go?
1051;2;It’s been a year into college and I still haven’t gotten used to 7:20 AM classes.
1052;1;When people hate you just because you’re different from them.
1053;2;Hey guys, for the onsite finals, are there any rules about pencil cases? Like, do they have to be transparent? Or can we only bring writing tools directly? Where should we put our bags?
1054;2;I’m exhausted and I don’t know why. Even after sleeping all day, I still feel tired and drained.
1055;2;I wanted to summarize the material, but watching the Zoom recording just made things more confusing. The lecturer’s explanation didn’t help at all—I just ended up mentally drained.
1056;1;I guess some girls really just aren’t into guys, huh?
1057;2;Starting a love story at this age... it’s kind of difficult. I don’t even know where to begin.
1058;2;Seriously, who came up with the rule to wear traditional attire for every Citizenship class? It’s such a hassle! Do they think renting traditional outfits is cheap?
1060;1;Is it actually a sin to convert from Christianity to Catholicism and vice versa?
1061;2;For first-semester Computer Science students, if you fail the midterm and final for Algoprog, does that mean you definitely have to repeat the course? Because in the second semester, we no longer learn C. Please correct me if I’m wrong.
1062;1;Any tips so I don’t get bored easily while doing online finals? Thanks in advance.
1063;0;Any tips on how to approach a shy guy who’s never dated or had a crush his entire life?
1064;2;What do you usually give yourself as a self-reward? Please answer.
1065;1;Has anyone heard of Sneakers Dept? Are their products original?
1066;1;Only three days off? Even kindergarten kids would laugh at that.
1067;1;An expensive campus but poor in ethics. Maybe Binus is just not your level of campus?
1068;2;This lecturer really loves diagrams, huh? Even questions in the midterm that have nothing to do with diagrams still require them. What kind of diagram are we supposed to include? An economics diagram, sir?
1069;0;Hahahahahahahaha
1070;1;Approaching girls these days is really difficult.
1071;1;Your story is always the first one on my Instagram. But is my story also the first one on yours?
1072;2;He is my first love, and also my biggest heartbreak. Once is enough for me to love someone unconditionally.
1073;2;My little sister has lymphoma cancer. Please pray for her, everyone. I really hope she gets well soon. I love her so much.
1074;0;Hello everyone! For those of you from the mobility program in Malang, could you please help fill out this questionnaire for our research course https://forms.gle/4ffQ7MHigkz9otRu5 Thank you so much! Wishing that whoever fills it out gets transported to another world (isekai).
1075;0;Just want to say, when a girl looks away while talking to a guy, it could mean she is shy, not that she hates him. So do not jump to negative conclusions — from me, a shy girl who cannot hold eye contact for too long.
1077;2;Guys, for the OJ SOCS, if we are unsure about our answers, should we still submit them? Because before the final exam, if there are problems we have not tried, they said we can send them to the lecturer but the score will only be 50%. If we send it to the lecturer, does that mean only the output is checked, not through OJ?
1078;1;Does the report feature here actually work?
1079;2;Arrrrrghhhhhh
1080;1;I want to ask for opinions—do students who choose online classes actually have the same rights as those attending onsite? In terms of class participation and attendance?
1081;0;In your campus, do students sit separately during creative class?
1082;2;How do I cheer up my little sister who just broke up less than a month ago? I feel sad too because during their almost two-year relationship, they spent so much time together.
1083;2;Are the Algoprog final exam questions similar or relevant from year to year? I got last year’s exam guide—do you think it can be used as a reference?
1084;1;Male 22 is spamming like crazy. I will expose him—he is gay. His X (Twitter) account has a lot of nude photos.
1085;1;It is hard to find a compatible partner, so please, if you find one, fight for it.
1086;2;Accusing someone of getting someone pregnant, ruining their reputation, and claiming to be their partner— that is really messed up. That could actually be charged as defamation.
1087;2;What is the point of having community service and SAT? That is really unnecessary.
1088;2;Please let me share something—I am very confused about what to do for Valentine’s Day. I plan to bake a cake for my crush, but I am really scared it will make him uncomfortable (we are already friends). But at the same time, I feel like I should not give him nothing on Valentine’s Day. I really need your opinions, especially from the guys. I keep going back and forth on this... I need some encouragement too.
1089;2;Hi, is there any Computer Science student who is being placed into embedded systems next semester because they forgot to fill out the specialization form, like me?
1090;1;Just laughing and joking around and suddenly it is internship time.
1091;1;Sex education in Indonesia is extremely rigid. In textbooks, it only talks about sexual organs, sexually transmitted diseases, and morality. We are never taught what to do if something happens to our private parts or about the concept of consent. In Indonesia, we are taught morality, but only in theory. Discrimination still happens everywhere. For example, victims of sexual violence still do not feel safe reporting what they have experienced.
1092;2;I am really sad that my friend has changed since getting into a relationship. We used to be open with each other and laugh a lot, but now they never have time for me. It feels like I only exist when they need me, but when I need them, they are nowhere to be found.
1093;0;Can anyone recommend a place to buy a secondhand iPhone?
1094;1;Is the Operating Systems course seriously only 100 minutes long?
1095;2;Seriously, coding on paper during midterms? Why not just do it on stone while we are at it?
1096;1;The first day of onsite class starts with an internship.
1097;2;I think I need another form of madness to overcome this madness.
1098;1;What is this uneasy feeling? After hanging out with my friends, my partner felt a bit off when I got home.
1099;1;Please drop your go-to sad songs here.
1100;0;"Nonsense can turn into ""Mixue talk"""
1101;1;Is there anyone who regrets coming here?
1102;2;What is up with this SunibGaming who keeps disliking people's comments? If you have ever criticized SunibGaming, they will hold a grudge forever. I noticed that every time he replies to my comment, there is always one dislike. Get a life, man.
1103;1;Are there any Sunib students going to Jeff Satur’s concert in February?
1104;2;Please, just make one GSLC assignment enough. I know it is only once a week, but the tasks are non-stop.
1105;1;Wish me luck, guys. I have an interview coming up.
1106;0;Has anyone ever bought a mystery box from the vending machine at Binus Anggrek? How much does it cost?
1107;1;Someone already finished their final exams, huh?
1108;1;Can you please share some tips on how not to get bored quickly with what we are doing?
1109;0;Does anyone know the Saturday operating hours for SSC? From what time to what time?
1110;0;I look good today, so I feel happy whenever I look in the mirror.
1111;0;Will tomorrow’s Indonesian class allow open book?
1112;2;I really want to gain some muscle soon. Please share some workout tips, especially those who go to the gym.
1113;2;"We have already ""made up"", but why does it still feel like this? You ask me to make more effort, but you are not putting in any effort yourself. Please try to see things from more than just your own point of view."
1114;2;Has anyone ever gone for a consultation with SASC? How was it? I think I might need some professional help.
1115;2;Can anybody please help me get out of here? I can no longer handle this, and SLSC is not helping at all.
1116;1;How far is your round trip to campus? Mine is around 30 kilometers.
1117;2;Here is a bit of a conspiracy. From PCR tests, antigen tests, and so on, there are certain parties (I will not name them) who are profiting. When the number of cases goes down, people are no longer scared and do not test when they get mild symptoms. But then, if fewer people test, how do they make money? So, they raise the number of reported cases. This has also happened in other countries, by the way. Logically, in a season like this, flu has always been common. And do not be surprised—the flu spreads very quickly. Look at how the symptoms of COVID and the flu are always described as similar, the rising case numbers, and the current situation—it makes people scared and leads them to test again. More profit. The same goes for vaccine companies, which often add new required doses. Some even work with their competitors just to increase vaccine consumption. That is all from our group. Thank you.
1118;1;For those who applied for the Merdeka Internship, is today the simulation for the diversity test?
1119;2;There is no break at all after midterms? I am exhausted—I just want a proper rest, seriously.
1120;1;He might be a 10, but if he eats Padang rice for breakfast and dinner, I would immediately back off.
1121;0;Is there anyone here who plays Clash Royale?
1122;0;If anyone has any group chat for batch B25, please share it. Thank you.
1123;1;Is it still possible to attend classes online this semester? If so, how? I already changed the option but the Zoom link is not showing.
1124;2;I am only in my first semester, and honestly, I feel kind of lonely. I really want to build a relationship, whether it is romantic or just friendship.
1125;2;Excuse me, my tutor invited my crush to do a Spotify Blend. What should I do?
1126;1;I do not like showing my face, because my appearance does not meet the typical Indonesian beauty standards. Even having grades below standard is already bad enough—let alone my face.
1127;0;What year is Antoni Wijaya from Binus?
1128;1;I am currently confused whether I should continue college or switch to a bootcamp. After one semester, I feel that college is too general. I want to focus directly on preparing for work. But it feels like a waste of the money I have already paid.
1129;1;For now it is still increasing. I am waiting for Tuesday, hoping there will be no changes.
1130;2;A 100-minute session is fine, as long as they provide at least one king-sized bed at the back of the class. Sitting for over 3 hours is exhausting.
1131;1;How are you all feeling right now?
1132;0;Please share snack or food recommendations near Binus Kemanggisan for when classes start again. So that this feed is not always filled with arguments.
1133;2;My brain is exhausted after cramming for the midterms, and now that it is over, I end up overthinking.
1134;2;Daniel, are you not done disliking all of my comments? I ignored you and now you are getting bolder.
1135;0;I tried mentai for the first time, and it was incredibly delicious.
1136;1;I was invited to go to Nako, but my house is too far.
1137;2;"Have you ever thought, ""If I had a choice, I would not choose to be born into this family""? It really sucks."
1138;0;For those who have taken offline exams, can you please share what items we need to bring?
1139;2;I am so annoyed with someone who has a circle group that includes me and their other friends, but they do not use it to ask questions. Instead, they message me privately and do not even say “thank you.”
1140;1;Is Sunib (BINUS University in Bekasi) a good university?
1141;1;In your opinion, when getting closer to someone, should you feel comfortable first or catch feelings first? Please include your reasons.
1142;0;Can you suggest a major that has a lot of individual work?
1143;2;Is this even reasonable? GSLC 1 assignment, class presentation after midterms (before Christmas), project presentation to an organization (before Christmas), report revisions, more reports, report defense, entrepreneur course with VPC and storytelling, and still have to think about midterms? Am I the only one who cannot handle this?
1144;2;I just finished midterms today, and tomorrow I already have two classes. Why could they not just start on Monday so we could have a little break after the exams?
1145;0;For the final exam in Entrepreneurship: Market Validation, what do we usually have to do?
1146;0;In your opinion, what is the definition of a friend? What is the difference between an acquaintance and a friend?
1147;1;How do you tell the difference between liking someone and just feeling comfortable with them?
1148;2;I feel like crying, I could not answer any of the questions at all.
1149;1;Has anyone ever asked a lecturer to do a group assignment individually? Do you think they would allow it? For example, a final project.
1150;2;Why was the class moved earlier to the 13th? The answer from LSC was because it follows the academic calendar provided by the government. Is that really true? It seems suspicious.
1151;1;Has anyone ever requested a letter from Binus regarding a paid application? How do you go about it?
1152;2;The person who keeps making posts defending that side seems to always be from M18, and the vocabulary used is not very different each time.
1153;2;One thing about SLSC is that when I file a complaint, it feels like they do not care at all. They only forward it to their superiors, but nothing actually gets done. Please just do your job properly.
1154;1;I really miss the Lawson store at Anggrek campus.
1155;2;Who else here is annoyed by the new Binusmaya platform? I want to make a petition to bring back the old version.
1156;1;“When are you going to start working on your final exam?” Me: maybe today, maybe tomorrow, or maybe later.
1157;0;I was in the toilet and saw a lizard jump from one wall to another. Instead of being scared, I was amazed. It looked like something out of Spiderman.
1158;0;For CB references, should they be placed after each answer or all compiled in the bibliography section?
1159;0;Just sitting and listening to her excitedly tell stories after her first day of internship was just... perfect.
1160;1;I am from B23, semester 7, attending onsite classes to retake a failed course. I wonder if anyone wants to join me.
1161;1;For those of you worried about your GPA dropping, do not be discouraged. In my first and second semesters, my GPA was below 3.0, but in the third and fourth it went above 3.4. The key is not to assume that your lecturers are bad or think the subject is too difficult. Stay positive and respect your lecturers.
1162;2;Honestly, I am very confused about what career path to take after finishing my bachelor’s degree. I am considering working in the private sector, maybe in the insurance field since I know quite a bit about it. But on the other hand, I also want to become a police officer or join the military.
1163;0;I want to have a Christmas dinner with my friends. Do you have any place recommendations?
1164;1;"Final exams start tomorrow. I would like to ask the seniors from B25, B24, B23, and also alumni in Suncur: what are your honest opinions about the B26 batch? It is okay to express anything; we B26 will accept whatever you say."
1165;2;I want to get a job through internal connections—not because I am lazy to apply, but because I am tired of hearing about fake job postings. Lately, I have been searching for internships and suddenly my number gets spammed by scammers.
1166;2;Sorry, SunibGaming, but I cannot stop laughing whenever I see your replies on people’s posts. They get so many dislikes even though your replies are totally fine.
1167;1;The student organization leader talks too much and acts like they are more important than they really are.
1168;1;Why is it that in every student event, committee members are always required to buy shirts?
1169;1;Do you think it is wrong if I often go out alone?
1170;0;Eating meatballs sounds good this afternoon.
1171;1;I am already tired and the final exams have not even started yet. What should I do?
1172;2;You chat with me, share your stories with me, even study with me, but you inform someone else. I guess it is just a different level of priority.
1173;0;It is noisy again next door.
1174;2;Sometimes I feel extremely exhausted because my mom is the person I love the most, but also the one who hurts me the most. I sometimes feel like ending everything because of this. I want to cut off all attachment, but I never can. I am tired of the verbal abuse, followed by acts of affection as if nothing happened. Sorry for dumping my trauma, I just needed to let this out.
1175;0;If you meet me like this, Covered in mud, with sweat soaking the earth, Imprisoned, Confined, punished, With only loneliness as my companion, Could you still appreciate This pure love of mine?
1176;1;How do I tell my parents that I am not just sleeping during the day? I am genuinely resting because I was working hard on exam preparations all night. I really cannot do any thinking during the day. My brain simply refuses to work then.
1177;0;Does anyone know who lives in Silkwood Oak 1402? I want to ask them to watch Netflix together.
1178;1;Is a score in the 70s considered safe?
1179;1;What time does BeeHub at Binus open?
1180;2;The lecturer who made the midterm exam questions for managerial accounting clearly has never worked as an accountant. The questions were totally messed up.
1181;1;"My mom just now said this about my significant other: ""… unfortunately, they are of a different religion..."""
1182;2;Is it possible for us to apply for internships through both the Bimay enrichment apps and Magang Merdeka at the same time?
1183;1;I am extremely nervous about going back to my original campus.
1184;0;I want to become a first leader just so I can get closer to a girl from B27.
1185;1;If I have only made one payment for fixed tuition, will I still receive my class schedule?
1186;2;Sometimes I really feel like dying. If you do not like it, feel free to dislike. I often feel exhausted, but I force myself to appear strong. Some people even say they want to be like me, but they only see the positive side. They do not see the dark side of me that I have never shared with anyone.
1187;1;Is it wrong to have a crush on someone from class of 2023? I am from class of 2022 and I like an IT student from class of 2023. I want to tell them, but I am afraid of being rejected. They probably would not want someone from an older class.
1188;1;Look at you, missing someone but too proud to admit it, secretly trying to find out how they are and checking on them.
1189;0;For those of you with two block, comma, curtain hairstyles, how often do you trim the sides?
1190;2;To all the boys who hurt me during middle school, screw you. S.C.R.E.W Y.O.U. Especially to Rizky, that guy from the next alley. Screw you, Rizky.
1191;2;Do not easily believe the thread posted about (R), that person did not even provide any proof and is just randomly framing (R)? I know who you are, and it turns out SASC has not taken any action yet. I hope you enjoy your holiday before you get summoned and face consequences.
1192;0;asdasdasdasd
1193;1;I just had an exam in Algorithm and Data Analysis, but I think I might have ADHD now—seriously, I had to redo the Huffman and Kruskal MST questions three times because I kept making careless mistakes.
1194;1;There are so many Sunib students going to the gym lately, but strangely, it does not look like they work out at all. Maybe it is just bad genetics. Just go be a corporate slave, kid.
1195;1;Can I get some advice on how to approach a girl from another campus? I have had a crush on her since high school but I never had the courage.
1196;2;How do you get a partner as an introvert during this pandemic? I was already introverted before, and now the pandemic has completely ruined my social skills.
1197;0;Getting an internship through an interview? No. Getting an internship through gossip? Yes. (Don’t worry, I am also confused.)
1199;1;We never talked. Happy birthday to you.
1200;2;Damn, I enrolled in IT but ended up studying biology.
1201;0;Hey guys, uncles and aunties, does anyone know where I can buy a used automatic motorcycle?
1202;2;"My friend (a girl) told me she used to date a guy who believed in ""gender equality means splitting the bill."" After the first date, she agreed to always split bills. Even when he drove her somewhere, she would ask, ""Do I need to cover the gas?"" She was totally fine with having a 50/50 relationship. After about three months, the guy might have realized, ""Why is she never bothered by paying for her own food, movie tickets, etc.?"" One day, he asked her, ""Do you have a job outside of college? Where does your income come from?"" After she explained, they had a long talk, and based on his expression, he seemed uncomfortable. A few weeks later, they broke up. She said he got insecure when he found out she works, freelances, owns a small business, and—thank God—does not ask her parents for money anymore, unlike him. For guys, it is fine to believe in splitting bills, but if the girl is independent, earns her own money, and does not need a single penny from you, do not become a coward and insecure about her success."
1203;1;At least I have friends.
1204;1;My CB lecturer is so unclear, constantly spamming the forum.
1205;2;Oh my God, why does the online interview keep freezing? I am so pessimistic now. I am probably going to get rejected. Goodbye.
1206;1;Are Geminis really that bad? Honestly, I am a Gemini and I do admit I have some of those traits, but I do not think I am that evil.
1207;0;"My notifications are full of ""pudingcokelat""."
1208;1;Suggestions for jobs for someone who can speak English but is not good at socializing, please. I want to be a task proxy but I am afraid of committing sins.
1209;1;Does anyone know which parts to study for the OS essay? There is too much material, it is confusing.
1210;1;I really want to do the midterm at the boarding house alone, I feel too lazy at home and it is not peaceful for working on it.
1211;2;How do you use IBM SPSS 25? I am confused.
1212;0;POKKKPOKKKKCHOYYYYYYYYYYYYYYY
1213;1;Does size matter? Mine is only four inches or ten centimeters.
1214;1;I just finished class and went to check the rain, but then I saw a girl dressed like in anime school uniforms. She was also using an umbrella because of the drizzle. She was very eye-catching... but definitely someone from a rich family.
1215;2;Has the computer science batch already taken the discrete math midterm? Is the multiple choice link on socs1/tcexam working for everyone? I tried logging in but it kept saying the email and password were incorrect.
1216;2;Guys, if there is a course that requires the lecturer to speak English, but the lecturer is not very fluent and it makes the material hard to understand, is it okay to complain? Or at least give some criticism?
1217;0;To Chinese-Indonesian girls at Sunib, would you be interested if an ordinary guy tried to get close to you?
1218;2;I deserve no one.
1219;1;I am going away... maybe I need to act indifferent for a while so you will notice.
1220;0;EXTREME, A FIVE-MONTH-OLD BABY CAN DEFEAT A YONKOU, THE GOROSEI ARE PANICKING, LUTFI IS AMAZING.
1221;0;https://www.youtube.com/watch?v=zsCD5XCu6CM
1222;1;I want to live in a boarding house again. I really miss the lively environment around my boarding house. I never felt lonely even though I slept alone and did not have any roommates. I just do not miss the struggles of paying for the electricity token and figuring out how to save money to have enough to eat.
1223;2;"To anyone who responds with ""ARE YOU SERIOUS??"" whenever I ask a question, I will pinch your kidney, you local monkey!!! I am so tired of getting that response these past few weeks."
1224;1;For those who switched tracks to SSI after filling out the form, is there any update?
1225;2;I hate my parents. I despise you, mother and father.
1226;0;Is there any girl here who can use Photoshop? Let us get to know each other, I would like to have a female friend who is an editor.
1227;1;The final exams are done. I hope my lecturers will be merciful with the grades, I am really hoping for it.
1228;2;Lecturer is right + student is wrong = UNDERSTANDABLE. Student is right + lecturer is wrong = DISRESPECTFUL.
1229;1;What in the world. A management student from Alsut (Shayn*)—I first saw her during orientation, she was incredibly beautiful. But when I found out more about her, it turned out she is a nightlife person who likes to go clubbing, always hanging out with guys. There were also a lot of guys saying she often seeks attention from men just because she is pretty. That is a complete turn-off. Nowadays, it is really hard to find a pretty girl who is not strange—too often they turn out to be nightlife people or clubgoers.
1230;0;Is there any news about the midterm grades, friends?
1231;1;You and I, what are we if we are not together?
1232;1;I often forget that I need a support system from other human beings. ~lcu
1233;1;To the female student who was making TikTok videos during yesterday’s online class, I just want to say—if you are going to act foolish, at least do not make it obvious.
